Month,Date,Time,System_V,Current_R_A,Current_Y_A,Current_B_A,pf,Notes,Temperature_C,Humidity_%,Precipitation_mm,Wind_Speed_mps,Solar_Radiation_Wm2
,10/9/2024,10:00 AM,437,447,450,366,0.99,,29.1,78,0.4,2.2,555
,10/9/2024,11:00 AM,431,356,396,450,0.99,,29.9,76,0.2,1,657
,10/9/2024,12:00 PM,434,425,450,370,0.99,,30.6,73,0.2,1.9,758
,10/9/2024,1:00 PM,433,432,441,405,0.99,,31,73,0.3,2.9,718
,10/9/2024,2:00 PM,441,450,447,400,0.99,,30.9,73,0.2,2.6,589
,10/9/2024,3:00 PM,432,433,290,330,0.99,,30.9,72,0.2,3,423
,10/9/2024,4:00 PM,433,405,450,334,0.99,,28,84,5.8,11.3,176
,10/9/2024,5:00 PM,436,425,447,407,0.99,,26.4,90,2.2,8.5,27
,10/9/2024,6:00 PM,427,376,450,416,0.99,,26.3,90,0.2,7.8,4
,10/9/2024,7:00 PM,431,358,449,396,0.99,,26.1,90,0.2,4.9,0
,10/9/2024,8:00 PM,427,407,450,450,0.99,,25.9,93,0.4,5.6,0
,10/9/2024,9:00 PM,425,372,449,371,0.99,,25.5,94,0,6.2,0
,10/9/2024,10:00 PM,433,435,444,401,0.98,,25.3,96,0,3.6,0
,10/9/2024,11:00 PM,432,311,283,393,0.99,,25,97,0,3.4,0
,10/9/2024,12:00 AM,431,251,319,328,0.99,,25.3,97,0,4.7,0
,10/9/2024,1:00 AM,438,345,273,210,0.99,,25,98,0,4,0
,10/9/2024,2:00 AM,435,282,323,286,0.99,,24.9,98,0,4.2,0
,10/9/2024,3:00 AM,429,236,354,343,0.99,,24.7,98,0,5.9,0
,10/9/2024,4:00 AM,430,358,250,297,0.99,,23.8,98,3.7,6.8,0
,10/9/2024,5:00 AM,428,308,305,313,0.99,,24,96,0.2,7,0
,10/9/2024,6:00 AM,438,425,367,365,0.99,,23.9,96,0,5.2,0
,10/9/2024,7:00 AM,434,298,429,424,0.99,,24.9,95,0,6.5,44
,10/9/2024,8:00 AM,431,338,300,375,0.99,,26.4,87,0,4.1,224
,10/10/2024,9:00 AM,432,381,450,450,0.99,,28.2,83,0.2,4.7,393
,10/10/2024,10:00 AM,434,450,309,391,0.99,,29.1,78,0.2,7.3,452
,10/10/2024,11:00 AM,432,449,367,404,0.99,,29.6,76,0.1,6.7,488
,10/10/2024,12:00 PM,433,425,309,317,0.99,,28,78,3,12.4,460
,10/10/2024,1:00 PM,432,395,305,437,0.99,,27.2,83,1.9,1.9,307
,10/10/2024,2:00 PM,433,373,422,340,0.99,,28.4,80,0,1.5,345
,10/10/2024,3:00 PM,432,324,398,437,0.99,,29.5,76,0.1,7.4,430
,10/10/2024,4:00 PM,431,353,450,378,0.98,,28.1,82,0.4,13.8,191
,10/10/2024,5:00 PM,430,450,302,421,0.99,,27,86,0,8.1,55
,10/10/2024,6:00 PM,435,369,364,382,0.99,,26.4,89,0,9.1,11
,10/10/2024,7:00 PM,436,328,340,317,0.99,,26.5,89,0,3.9,0
,10/10/2024,8:00 PM,435,317,399,442,0.99,,26.3,91,0,4.7,0
,10/10/2024,9:00 PM,434,329,446,378,0.99,,25.8,94,0,5.1,0
,10/10/2024,10:00 PM,433,349,412,430,0.99,,25.8,93,0,3.5,0
,10/10/2024,11:00 PM,432,293,402,356,0.99,,25.3,96,0,3.7,0
,10/10/2024,12:00 AM,434,157,150,150,0.99,,25,97,0,4.5,0
,10/10/2024,1:00 AM,435,150,153,188,0.98,,24.9,97,0,4.7,0
,10/10/2024,2:00 AM,433,152,222,219,0.99,,24.6,97,0,4.5,0
,10/10/2024,3:00 AM,432,188,167,222,0.99,,24.4,97,0,3.8,0
,10/10/2024,4:00 AM,433,150,214,197,0.99,,24.3,97,0,3.9,0
,10/10/2024,5:00 AM,431,168,192,194,0.99,,24.2,97,0,4,0
,10/10/2024,6:00 AM,433,154,154,186,0.99,,24,98,0,4.5,0
,10/10/2024,7:00 AM,435,156,194,265,0.99,,25.7,94,0,3.9,62
,10/10/2024,8:00 AM,433,211,236,203,0.99,,27.1,85,0.1,3.7,236
,10/11/2024,9:00 AM,428,231,272,276,0.99,vacation,28.3,84,0.4,2.3,383
,10/11/2024,10:00 AM,431,329,206,317,0.99,vacation,29.7,80,0.1,1.3,576
,10/11/2024,11:00 AM,430,267,248,280,0.99,vacation,30.9,74,0.2,7.8,699
,10/11/2024,12:00 PM,431,323,245,291,0.99,vacation,31.6,70,0.1,9.8,762
,10/11/2024,1:00 PM,437,215,209,328,0.99,vacation,31.6,67,0.2,10.8,678
,10/11/2024,2:00 PM,436,298,241,152,0.99,vacation,31.4,66,0.1,9.1,598
,10/11/2024,3:00 PM,432,312,360,211,0.99,vacation,29.4,74,0.9,13.3,376
,10/11/2024,4:00 PM,434,307,285,150,0.99,vacation,28.9,80,0.3,5.2,269
,10/11/2024,5:00 PM,429,240,318,264,0.99,vacation,29,80,0,5.1,152
,10/11/2024,6:00 PM,433,167,150,240,0.99,vacation,27.6,86,0,8.7,15
,10/11/2024,7:00 PM,429,150,186,222,0.99,vacation,25.7,93,0.1,1.9,0
,10/11/2024,8:00 PM,433,320,165,279,0.99,vacation,25.4,94,0,2.5,0
,10/11/2024,9:00 PM,434,212,309,248,0.99,vacation,25.2,95,0,3.3,0
,10/11/2024,10:00 PM,432,223,269,170,0.99,vacation,25.1,96,0,4,0
,10/11/2024,11:00 PM,433,220,311,256,0.99,vacation,24.8,96,0,5.6,0
,10/11/2024,12:00 AM,434,194,155,150,0.99,vacation,24.9,97,0,5.1,0
,10/11/2024,1:00 AM,433,273,211,255,0.99,vacation,24.7,98,0,5.2,0
,10/11/2024,2:00 AM,435,159,150,150,0.98,vacation,24.9,97,0,5,0
,10/11/2024,3:00 AM,434,150,275,167,0.98,vacation,24.4,97,0,6.3,0
,10/11/2024,4:00 AM,429,189,150,208,0.98,vacation,24.7,96,0,5.2,0
,10/11/2024,5:00 AM,430,191,211,150,0.99,vacation,23.5,99,8.2,9.8,0
,10/11/2024,6:00 AM,437,187,247,152,0.99,vacation,23.8,96,1.4,7.2,0
,10/11/2024,7:00 AM,435,237,298,272,0.98,vacation,26.7,88,0,2.9,67
,10/11/2024,8:00 AM,429,232,150,160,0.99,vacation,28.2,84,0,3.6,252
,10/12/2024,9:00 AM,431,288,249,212,0.98,vacation,27.6,83,0.1,7.1,357
,10/12/2024,10:00 AM,433,327,207,251,0.98,vacation,28.3,82,0.1,6.2,315
,10/12/2024,11:00 AM,430,269,302,277,0.98,vacation,29.6,78,0.1,3.2,597
,10/12/2024,12:00 PM,431,200,230,242,0.99,vacation,30.2,74,0.2,5.5,606
,10/12/2024,1:00 PM,433,326,203,173,0.99,vacation,30.7,73,0.2,7,624
,10/12/2024,2:00 PM,431,211,361,208,0.99,vacation,31,72,0.1,7.7,634
,10/12/2024,3:00 PM,432,204,348,184,0.99,vacation,29.9,76,1.1,8.8,451
,10/12/2024,4:00 PM,433,255,270,228,0.98,vacation,30.2,75,0.1,4.3,320
,10/12/2024,5:00 PM,430,320,160,334,0.99,vacation,29.8,78,0,2.7,141
,10/12/2024,6:00 PM,431,150,230,305,0.98,vacation,27.8,88,0,5.4,13
,10/12/2024,7:00 PM,428,271,237,264,0.99,vacation,27.2,91,0,4.1,0
,10/12/2024,8:00 PM,434,192,275,285,0.99,vacation,26.5,94,0,4.4,0
,10/12/2024,9:00 PM,438,248,255,152,0.99,vacation,26.1,96,0,3.7,0
,10/12/2024,10:00 PM,432,291,194,274,0.99,vacation,25.8,96,0,5.4,0
,10/12/2024,11:00 PM,433,224,229,309,0.99,vacation,25.4,96,0,5.9,0
,10/12/2024,12:00 AM,431,173,186,209,0.99,vacation,24.6,97,0,4.3,0
,10/12/2024,1:00 AM,427,156,179,245,0.99,vacation,24.6,97,0,4.5,0
,10/12/2024,2:00 AM,428,182,238,156,0.99,vacation,24.5,97,0,4.7,0
,10/12/2024,3:00 AM,438,175,192,249,0.99,vacation,24.5,95,0,6,0
,10/12/2024,4:00 AM,430,226,211,150,0.99,vacation,24.4,95,0,6,0
,10/12/2024,5:00 AM,432,158,150,183,0.99,vacation,24.6,95,0,5.8,0
,10/12/2024,6:00 AM,433,261,234,228,0.99,vacation,24.1,96,1.4,3.7,0
,10/12/2024,7:00 AM,435,173,150,159,0.99,vacation,24.4,96,3.7,6.1,54
,10/12/2024,8:00 AM,433,287,151,337,0.99,vacation,25.9,88,0.1,4.3,182
,10/13/2024,9:00 AM,428,230,237,271,0.99,vacation,29.6,76,0,3.4,459
,10/13/2024,10:00 AM,435,290,253,317,0.99,vacation,30.6,69,0,5.9,597
,10/13/2024,11:00 AM,431,356,272,195,0.99,vacation,31.3,65,0,5.5,722
,10/13/2024,12:00 PM,432,150,208,242,0.99,vacation,31.9,60,0,5.5,770
,10/13/2024,1:00 PM,429,227,332,299,0.99,vacation,32.3,57,0,5.7,757
,10/13/2024,2:00 PM,432,242,267,253,0.99,vacation,32.2,57,0,5.6,660
,10/13/2024,3:00 PM,433,187,230,258,0.99,vacation,32,58,0,6,528
,10/13/2024,4:00 PM,430,239,240,259,0.99,vacation,31.5,61,0,6.5,351
,10/13/2024,5:00 PM,435,241,261,228,0.99,vacation,30.3,72,0,3.9,150
,10/13/2024,6:00 PM,437,215,199,189,0.99,vacation,28.2,82,0,6.7,13
,10/13/2024,7:00 PM,432,238,268,250,0.99,vacation,27.4,80,0,6.2,0
,10/13/2024,8:00 PM,437,272,161,151,0.99,vacation,26.7,82,0,5.6,0
,10/13/2024,9:00 PM,433,194,193,234,0.99,vacation,26.1,84,0,6.3,0
,10/13/2024,10:00 PM,426,292,294,165,0.99,vacation,25.6,86,0,6.4,0
,10/13/2024,11:00 PM,429,186,252,258,0.99,vacation,25,89,0,5.2,0
,10/13/2024,12:00 AM,433,246,150,156,0.98,vacation,25,97,0,4.6,0
,10/13/2024,1:00 AM,432,209,199,150,0.99,vacation,24.6,98,0,5.3,0
,10/13/2024,2:00 AM,434,219,150,151,0.99,vacation,24.5,98,0,5,0
,10/13/2024,3:00 AM,433,154,158,237,0.99,vacation,24.3,98,0,5.3,0
,10/13/2024,4:00 AM,430,216,193,150,0.99,vacation,24.1,99,0,5.2,0
,10/13/2024,5:00 AM,433,180,240,152,0.99,vacation,24.2,98,0,4.7,0
,10/13/2024,6:00 AM,431,266,150,254,0.99,vacation,23.7,99,0,6.5,0
,10/13/2024,7:00 AM,433,198,153,270,0.99,vacation,26.2,93,0,1,66
,10/13/2024,8:00 AM,435,194,150,313,0.99,vacation,28,86,0,1.7,253
,10/14/2024,9:00 AM,433,244,160,230,0.99,vacation,28.9,72,0,4.2,454
,10/14/2024,10:00 AM,429,247,170,227,0.98,vacation,29.9,68,0,6.1,629
,10/14/2024,11:00 AM,428,269,212,222,0.99,vacation,30.7,64,0,6.9,746
,10/14/2024,12:00 PM,440,283,300,207,0.99,vacation,31.4,60,0,6,797
,10/14/2024,1:00 PM,431,209,383,278,0.99,vacation,31.9,57,0,5.1,779
,10/14/2024,2:00 PM,429,183,247,217,0.99,vacation,32,56,0,5.5,692
,10/14/2024,3:00 PM,434,254,308,258,0.99,vacation,31.8,57,0,7.1,546
,10/14/2024,4:00 PM,432,258,315,259,0.99,vacation,31.3,58,0,7.7,353
,10/14/2024,5:00 PM,435,271,357,252,0.99,vacation,30.1,67,0,6,146
,10/14/2024,6:00 PM,437,205,312,255,0.99,vacation,28.6,71,0,6.6,12
,10/14/2024,7:00 PM,435,214,257,307,0.99,vacation,27.5,74,0,6.3,0
,10/14/2024,8:00 PM,432,243,312,153,0.99,vacation,26.7,79,0,5.8,0
,10/14/2024,9:00 PM,436,287,261,155,0.99,vacation,26.1,82,0,6.2,0
,10/14/2024,10:00 PM,429,231,231,262,0.99,vacation,25.7,83,0,5.4,0
,10/14/2024,11:00 PM,437,179,150,202,0.98,vacation,25.3,85,0,5.2,0
,10/14/2024,12:00 AM,440,150,218,226,0.99,vacation,24.5,91,0,5.7,0
,10/14/2024,1:00 AM,438,168,150,150,0.99,vacation,24.1,93,0,6.8,0
,10/14/2024,2:00 AM,432,150,209,214,0.99,vacation,24.5,89,0,5,0
,10/14/2024,3:00 AM,435,183,150,219,0.99,vacation,24.1,91,0,4.8,0
,10/14/2024,4:00 AM,429,240,155,264,0.99,vacation,23.4,94,0,6,0
,10/14/2024,5:00 AM,431,204,352,216,0.99,vacation,23.2,94,0,6.9,0
,10/14/2024,6:00 AM,430,315,309,184,0.99,vacation,23.2,94,0,6,0
,10/14/2024,7:00 AM,433,174,178,261,0.99,vacation,25.6,87,0,3.2,65
,10/14/2024,8:00 AM,429,195,199,180,0.99,vacation,27.5,80,0,2.7,247
,10/15/2024,9:00 AM,435,264,216,225,0.99,vacation,29.4,69,0,2,440
,10/15/2024,10:00 AM,432,247,311,258,0.99,vacation,30.4,64,0,1.4,596
,10/15/2024,11:00 AM,436,350,167,164,0.99,vacation,30.9,62,0,3.2,692
,10/15/2024,12:00 PM,434,270,323,227,0.98,vacation,31.1,63,0,4,741
,10/15/2024,1:00 PM,428,280,324,150,0.99,vacation,31.1,64,0,3.5,723
,10/15/2024,2:00 PM,433,247,208,331,0.99,vacation,31.2,63,0,4,631
,10/15/2024,3:00 PM,432,271,240,306,0.98,vacation,31.2,64,0,4.6,500
,10/15/2024,4:00 PM,433,240,351,254,0.99,vacation,29,76,0.7,10.2,288
,10/15/2024,5:00 PM,434,231,292,213,0.99,vacation,28.6,79,0,4.1,107
,10/15/2024,6:00 PM,435,182,306,263,0.99,vacation,27.7,84,0,5.6,11
,10/15/2024,7:00 PM,427,314,172,283,0.99,vacation,27.2,81,0,4.8,0
,10/15/2024,8:00 PM,430,271,273,172,0.99,vacation,26.5,84,0,4.9,0
,10/15/2024,9:00 PM,432,239,216,174,0.99,vacation,25.9,86,0,5.3,0
,10/15/2024,10:00 PM,433,193,301,235,0.99,vacation,25.5,87,0,5.2,0
,10/15/2024,11:00 PM,437,150,150,150,0.99,vacation,25.1,89,0,5.7,0
,10/15/2024,12:00 AM,431,164,153,264,0.99,vacation,24.8,88,0,5.6,0
,10/15/2024,1:00 AM,432,172,150,169,0.98,vacation,24.5,90,0,5.6,0
,10/15/2024,2:00 AM,433,199,152,279,0.99,vacation,24.3,92,0,5.5,0
,10/15/2024,3:00 AM,436,152,189,222,0.98,vacation,24.2,90,0,4.9,0
,10/15/2024,4:00 AM,438,241,150,196,0.99,vacation,23.9,91,0,5,0
,10/15/2024,5:00 AM,431,197,251,152,0.99,vacation,23.6,92,0,6,0
,10/15/2024,6:00 AM,433,248,150,306,0.99,vacation,23.4,93,0,6,0
,10/15/2024,7:00 AM,435,242,260,182,0.98,vacation,25.7,86,0,3.4,59
,10/15/2024,8:00 AM,432,217,153,264,0.99,vacation,27.9,78,0,2.4,248
,10/16/2024,9:00 AM,430,282,293,210,0.99,vacation,29.5,71,0,1.2,443
,10/16/2024,10:00 AM,438,193,239,265,0.99,vacation,30.6,62,0,2.7,595
,10/16/2024,11:00 AM,430,201,187,312,0.99,vacation,31.2,58,0,3.6,706
,10/16/2024,12:00 PM,431,263,264,201,0.99,vacation,31.5,57,0,4.7,766
,10/16/2024,1:00 PM,429,365,225,228,0.99,vacation,31.5,57,0,6.7,717
,10/16/2024,2:00 PM,431,150,279,203,0.98,vacation,31.3,58,0.1,7.7,620
,10/16/2024,3:00 PM,434,193,228,325,0.98,vacation,31.2,59,0,6,497
,10/16/2024,4:00 PM,428,265,330,164,0.99,vacation,30.6,60,0.1,6.1,318
,10/16/2024,5:00 PM,434,150,306,294,0.99,vacation,29.5,71,0,2.9,134
,10/16/2024,6:00 PM,436,295,243,209,0.99,vacation,27.9,78,0,4.7,10
,10/16/2024,7:00 PM,432,265,214,150,0.99,vacation,28.7,69,0,2.4,0
,10/16/2024,8:00 PM,433,215,295,313,0.98,vacation,26.9,82,0,4.8,0
,10/16/2024,9:00 PM,434,204,184,229,0.99,vacation,26.7,83,0,5.2,0
,10/16/2024,10:00 PM,428,236,286,281,0.99,vacation,26.7,83,0,5.9,0
,10/16/2024,11:00 PM,429,194,150,180,0.99,vacation,27.9,74,0,4.3,0
,10/16/2024,12:00 AM,431,167,282,172,0.98,vacation,24.7,91,0,5.9,0
,10/16/2024,1:00 AM,432,184,150,215,0.98,vacation,24.6,92,0,5.7,0
,10/16/2024,2:00 AM,434,150,289,251,0.99,vacation,25.4,87,0,4.2,0
,10/16/2024,3:00 AM,433,194,150,150,0.99,vacation,25.2,90,0,3.5,0
,10/16/2024,4:00 AM,434,242,153,153,0.99,vacation,24.1,96,0,5.1,0
,10/16/2024,5:00 AM,427,248,188,174,0.99,vacation,23.8,97,0,5.3,0
,10/16/2024,6:00 AM,431,230,178,282,0.99,vacation,23.9,96,0,4.8,0
,10/16/2024,7:00 AM,430,265,349,233,0.99,vacation,26.3,89,0,2.5,61
,10/16/2024,8:00 AM,433,280,229,241,0.99,vacation,28.1,80,0,2,240
,10/17/2024,9:00 AM,430,275,159,213,0.99,vacation,25.7,87,1.3,14.8,129
,10/17/2024,10:00 AM,434,236,368,178,0.99,vacation,27.1,85,0.4,6.3,412
,10/17/2024,11:00 AM,433,150,240,188,0.99,vacation,28.8,75,0,4.6,661
,10/17/2024,12:00 PM,431,154,196,152,0.99,vacation,30,68,0,1.5,751
,10/17/2024,1:00 PM,432,232,319,232,0.99,vacation,30.5,68,0.1,1.6,727
,10/17/2024,2:00 PM,430,150,241,233,0.99,vacation,30.6,67,0.1,3.3,616
,10/17/2024,3:00 PM,434,229,261,295,0.99,vacation,30.7,67,0.1,1.4,480
,10/17/2024,4:00 PM,437,209,318,225,0.99,vacation,28,76,3,10.9,305
,10/17/2024,5:00 PM,431,243,266,279,0.99,vacation,27.5,79,0.1,2.4,99
,10/17/2024,6:00 PM,425,231,337,228,0.99,vacation,26.8,83,0,3.3,9
,10/17/2024,7:00 PM,432,152,206,203,0.99,vacation,26.4,87,0.1,3.8,0
,10/17/2024,8:00 PM,429,235,214,300,0.98,vacation,25.7,91,0,4.7,0
,10/17/2024,9:00 PM,433,257,289,213,0.99,vacation,25.6,92,0,4,0
,10/17/2024,10:00 PM,435,150,281,193,0.99,vacation,25.1,95,0,3.8,0
,10/17/2024,11:00 PM,432,264,150,224,0.99,vacation,25,96,0,3.9,0
,10/17/2024,12:00 AM,430,187,286,206,0.99,vacation,27.1,79,0,4.2,0
,10/17/2024,1:00 AM,438,150,247,150,0.99,vacation,25.8,87,0,4.6,0
,10/17/2024,2:00 AM,433,152,191,151,0.99,vacation,26.4,84,0,2,0
,10/17/2024,3:00 AM,429,150,264,174,0.99,vacation,25.3,89,0,3.1,0
,10/17/2024,4:00 AM,432,153,168,243,0.98,vacation,24.9,90,0,3.8,0
,10/17/2024,5:00 AM,434,150,206,175,0.99,vacation,24.5,92,0,4.6,0
,10/17/2024,6:00 AM,429,190,264,188,0.99,vacation,24.1,92,0,5.2,0
,10/17/2024,7:00 AM,433,194,197,215,0.99,vacation,26.4,89,0,6.9,56
,10/17/2024,8:00 AM,434,198,179,263,0.99,vacation,27.6,83,0,4.9,135
,10/18/2024,9:00 AM,431,150,180,203,0.99,vacation,24.9,88,0.2,9.4,191
,10/18/2024,10:00 AM,430,303,198,211,0.99,vacation,26.7,82,0.1,5.6,388
,10/18/2024,11:00 AM,429,333,306,186,0.99,vacation,28.2,78,0.1,2,558
,10/18/2024,12:00 PM,435,190,172,215,0.98,vacation,28.4,78,0.1,1.8,440
,10/18/2024,1:00 PM,430,229,286,252,0.99,vacation,29.1,76,0.1,0.4,550
,10/18/2024,2:00 PM,431,182,292,277,0.99,vacation,29.2,75,0.2,4.8,416
,10/18/2024,3:00 PM,429,333,268,268,0.99,vacation,29.3,75,0.1,7.8,321
,10/18/2024,4:00 PM,430,330,239,167,0.99,vacation,28.8,77,0.5,5.7,198
,10/18/2024,5:00 PM,432,161,162,199,0.99,vacation,28,80,0.5,5.6,117
,10/18/2024,6:00 PM,433,284,215,273,0.99,vacation,26.1,89,2.2,6.6,8
,10/18/2024,7:00 PM,432,257,221,173,0.99,vacation,25.8,90,0,2.7,0
,10/18/2024,8:00 PM,433,229,286,150,0.98,vacation,25.3,93,0,3.7,0
,10/18/2024,9:00 PM,428,244,150,249,0.99,vacation,24.8,95,0,4.9,0
,10/18/2024,10:00 PM,436,310,188,150,0.99,vacation,24.5,96,0,5.7,0
,10/18/2024,11:00 PM,435,197,217,186,0.99,vacation,24.4,96,0,5.1,0
,10/18/2024,12:00 AM,429,182,255,274,0.99,vacation,25,96,0,2.8,0
,10/18/2024,1:00 AM,435,150,273,268,0.99,vacation,24.9,97,0,3.1,0
,10/18/2024,2:00 AM,434,238,159,205,0.99,vacation,24.4,97,0.3,11.8,0
,10/18/2024,3:00 AM,438,150,175,150,0.99,vacation,23.5,94,0.1,11,0
,10/18/2024,4:00 AM,430,165,150,185,0.99,vacation,23.3,96,2.7,9,0
,10/18/2024,5:00 AM,431,254,251,284,0.99,vacation,23.1,96,2.3,8.2,0
,10/18/2024,6:00 AM,432,150,165,204,0.99,vacation,23.3,95,0.1,6.2,0
,10/18/2024,7:00 AM,439,207,150,250,0.99,vacation,24,94,3.5,12.4,50
,10/18/2024,8:00 AM,431,330,151,281,0.99,vacation,24.5,91,0.2,10.8,93
,10/19/2024,9:00 AM,436,296,267,201,0.99,vacation,27.6,80,0,2.8,429
,10/19/2024,10:00 AM,433,287,278,193,0.99,vacation,28.9,76,0,1.8,584
,10/19/2024,11:00 AM,435,220,362,378,0.99,vacation,29.8,73,0.1,2.7,714
,10/19/2024,12:00 PM,431,228,296,150,0.99,vacation,30.3,69,0.1,2.5,664
,10/19/2024,1:00 PM,429,288,190,228,0.99,vacation,30.2,70,0.1,3.7,555
,10/19/2024,2:00 PM,430,329,327,287,0.98,vacation,28.7,75,2.2,8.3,487
,10/19/2024,3:00 PM,431,285,184,237,0.99,vacation,28.7,75,0.2,3.8,319
,10/19/2024,4:00 PM,429,206,150,249,0.99,vacation,28.5,77,0,5,248
,10/19/2024,5:00 PM,430,241,321,287,0.99,vacation,27.9,80,0,4.6,115
,10/19/2024,6:00 PM,432,170,270,162,0.98,vacation,26.6,88,0,4.2,8
,10/19/2024,7:00 PM,435,256,296,194,0.99,vacation,27.2,82,0,1.8,0
,10/19/2024,8:00 PM,431,218,303,224,0.99,vacation,26.7,85,0,2.3,0
,10/19/2024,9:00 PM,428,254,308,191,0.99,vacation,26.4,87,0,3,0
,10/19/2024,10:00 PM,429,275,238,247,0.99,vacation,25.8,90,0,3.9,0
,10/19/2024,11:00 PM,433,186,190,150,0.99,vacation,25.7,90,0,3.8,0
,10/19/2024,12:00 AM,431,314,339,262,0.99,vacation,24.4,97,0,4.4,0
,10/19/2024,1:00 AM,437,305,262,206,0.99,vacation,24.2,98,0,4.7,0
,10/19/2024,2:00 AM,430,402,241,297,0.99,vacation,24,98,0,5.5,0
,10/19/2024,3:00 AM,435,298,264,264,0.99,vacation,23.8,99,0,5.8,0
,10/19/2024,4:00 AM,430,239,262,224,0.99,vacation,23.9,99,0,7.3,0
,10/19/2024,5:00 AM,433,378,324,332,0.98,vacation,23.2,99,3.8,8.2,0
,10/19/2024,6:00 AM,430,365,368,355,0.99,vacation,23.1,96,1.9,9.5,0
,10/19/2024,7:00 AM,433,409,410,422,0.99,vacation,23.9,88,2.1,2.2,34
,10/19/2024,8:00 AM,431,450,389,304,0.99,vacation,25,85,2.7,3.6,158
,10/20/2024,9:00 AM,428,432,450,444,0.99,,27.6,77,0,8.1,447
,10/20/2024,10:00 AM,429,345,449,450,0.99,,28.8,69,0,9.3,596
,10/20/2024,11:00 AM,431,450,450,389,0.99,,29.6,64,0,9.2,711
,10/20/2024,12:00 PM,433,370,449,365,0.98,,30.1,61,0,9.4,750
,10/20/2024,1:00 PM,430,372,381,442,0.99,,30.5,59,0,8.9,759
,10/20/2024,2:00 PM,432,450,371,450,0.99,,30.7,59,0,8.5,666
,10/20/2024,3:00 PM,430,449,450,373,0.98,,30.5,58,0,9.6,495
,10/20/2024,4:00 PM,439,392,447,328,0.99,,29.8,60,0,9.4,306
,10/20/2024,5:00 PM,432,353,384,450,0.98,,28.4,71,0,5.4,123
,10/20/2024,6:00 PM,430,342,334,364,0.99,,26.2,80,0,6.1,8
,10/20/2024,7:00 PM,436,403,346,450,0.98,,26,82,0,5.1,0
,10/20/2024,8:00 PM,434,338,390,417,0.98,,25.1,86,0,6.2,0
,10/20/2024,9:00 PM,432,404,450,450,0.98,,24.7,88,0,4.8,0
,10/20/2024,10:00 PM,436,390,338,407,0.98,,24.1,91,0,6.1,0
,10/20/2024,11:00 PM,429,272,402,376,0.99,,23.8,91,0,6.3,0
,10/20/2024,12:00 AM,436,263,386,301,0.99,,25.4,91,0,3.6,0
,10/20/2024,1:00 AM,432,232,313,296,0.99,,23.7,96,0,6.4,0
,10/20/2024,2:00 AM,435,304,198,343,0.99,,23.4,97,0,5.9,0
,10/20/2024,3:00 AM,427,314,325,275,0.99,,23.2,97,0,4.5,0
,10/20/2024,4:00 AM,430,320,308,246,0.99,,22.9,98,0,4.9,0
,10/20/2024,5:00 AM,432,254,280,351,0.99,,22.4,99,0,4.5,0
,10/20/2024,6:00 AM,431,393,383,413,0.99,,21.7,100,0,5.3,0
,10/20/2024,7:00 AM,433,379,379,384,0.99,,23.4,98,0,3.8,48
,10/20/2024,8:00 AM,432,426,450,279,0.99,,25.2,92,0,4,198
,10/21/2024,9:00 AM,430,401,446,448,0.99,,27.6,76,0,5.5,438
,10/21/2024,10:00 AM,427,367,450,268,0.99,,28.9,67,0,4.5,608
,10/21/2024,11:00 AM,434,450,405,304,0.99,,29.8,62,0,5.8,718
,10/21/2024,12:00 PM,436,449,377,421,0.99,,30.3,60,0,4.9,739
,10/21/2024,1:00 PM,432,450,450,358,0.99,,30.7,58,0,4.3,727
,10/21/2024,2:00 PM,434,449,392,417,0.99,,30.8,57,0,5.3,615
,10/21/2024,3:00 PM,430,364,408,431,0.99,,30.7,57,0,5.7,510
,10/21/2024,4:00 PM,435,450,447,410,0.99,,30.3,58,0,5.6,328
,10/21/2024,5:00 PM,433,447,450,450,0.99,,28.8,76,0,3.9,129
,10/21/2024,6:00 PM,431,445,429,347,0.99,,26.7,80,0,7.3,7
,10/21/2024,7:00 PM,428,429,375,364,0.99,,26.9,76,0,5.9,0
,10/21/2024,8:00 PM,432,440,434,379,0.99,,26.4,76,0,6.1,0
,10/21/2024,9:00 PM,433,370,385,380,0.99,,25.7,78,0,6.3,0
,10/21/2024,10:00 PM,431,372,450,437,0.99,,25.3,79,0,7.4,0
,10/21/2024,11:00 PM,434,369,391,366,0.99,,24.9,82,0,7.7,0
,10/21/2024,12:00 AM,433,295,370,306,0.99,,23.3,92,0,6.1,0
,10/21/2024,1:00 AM,432,277,194,321,0.99,,22.7,93,0,5.8,0
,10/21/2024,2:00 AM,433,260,287,204,0.99,,22.4,93,0,5.9,0
,10/21/2024,3:00 AM,429,344,242,367,0.99,,22.4,93,0,5.8,0
,10/21/2024,4:00 AM,438,195,328,296,0.98,,21.8,95,0,6.1,0
,10/21/2024,5:00 AM,431,284,316,245,0.99,,21.2,96,0,7.4,0
,10/21/2024,6:00 AM,432,404,305,337,0.99,,21,97,0,6.5,0
,10/21/2024,7:00 AM,430,290,321,265,0.99,,23.6,92,0,4.5,57
,10/21/2024,8:00 AM,431,349,415,320,0.99,,25.7,85,0,4.4,238
,10/22/2024,9:00 AM,430,325,422,450,0.99,,29,72,0,8.5,428
,10/22/2024,10:00 AM,435,360,367,344,0.99,,30.2,68,0,9.7,598
,10/22/2024,11:00 AM,431,399,450,387,0.99,,31.2,65,0,8.8,712
,10/22/2024,12:00 PM,433,398,313,447,0.99,,32,62,0,7.6,764
